datetime,Mag1Field,Latitude,Longitude,Height_m,X_nT,Y_nT,Z_nT,Mag_Anomaly
2025-06-07 11:45:22.700,60248.999,51.70072777777778,9.20801111111111,658.786,1206,1485,1050,-156.15139423860091
2025-06-07 11:45:22.800,60248.532,51.70073055555556,9.20801111111111,658.744,1134,1519,1053,-156.6183942386051
2025-06-07 11:45:22.900,60248.382,51.70073055555556,9.20801111111111,658.658,1141,1496,1034,-156.76839423860656
2025-06-07 11:45:23.000,60249.412,51.70073055555556,9.208013888888889,658.616,1231,1465,999,-155.73839423860773
2025-06-07 11:45:23.100,60250.278,51.70073333333334,9.208013888888889,658.58,1322,1533,1072,-154.87239423860592
2025-06-07 11:45:23.200,60249.622,51.70073333333334,9.208013888888889,658.541,1326,1511,1088,-155.52839423860132
2025-06-07 11:45:23.300,60248.52,51.70073333333334,9.208013888888889,658.541,1293,1524,1061,-156.63039423860755
2025-06-07 11:45:23.400,60248.384,51.70073333333334,9.208013888888889,658.498,1159,1549,1104,-156.76639423860615
2025-06-07 11:45:23.500,60249.146,51.70073611111111,9.208016666666666,658.449,1118,1510,1048,-156.0043942386037
2025-06-07 11:45:23.600,60249.774,51.70073611111111,9.208016666666666,658.412,1180,1469,1030,-155.37639423860674
2025-06-07 11:45:23.700,60249.875,51.70073611111111,9.208016666666666,658.366,1284,1495,1039,-155.27539423860435
2025-06-07 11:45:23.800,60249.605,51.70073888888889,9.208016666666666,658.322,1344,1553,1112,-155.54539423860115
2025-06-07 11:45:23.900,60249.497,51.70073888888889,9.208019444444444,658.226,1302,1548,1095,-155.65339423860132
2025-06-07 11:45:24.000,60249.912,51.70073888888889,9.208019444444444,658.226,1206,1484,1026,-155.23839423860773
2025-06-07 11:45:24.100,60250.458,51.70074166666667,9.208019444444444,658.126,1129,1463,1048,-154.69239423860563
2025-06-07 11:45:24.200,60250.51,51.70074166666667,9.208019444444444,658.126,1122,1550,1063,-154.6403942386023
2025-06-07 11:45:24.300,60250.302,51.70074166666667,9.208022222222223,658.022,1179,1418,986,-154.84839423860103
2025-06-07 11:45:24.400,60250.611,51.70074166666667,9.208022222222223,658.022,1307,1512,1090,-154.5393942386072
2025-06-07 11:45:24.500,60250.787,51.700744444444446,9.208022222222223,657.972,1343,1529,1085,-154.36339423860773
2025-06-07 11:45:24.600,60250.409,51.700744444444446,9.208022222222223,657.923,1283,1502,1055,-154.7413942386047
2025-06-07 11:45:24.700,60250.0,51.700744444444446,9.208022222222223,657.868,1164,1542,1076,-155.15039423860435
2025-06-07 11:45:24.800,60250.142,51.700747222222226,9.208022222222223,657.767,1124,1489,1017,-155.00839423860452
2025-06-07 11:45:24.900,60250.743,51.700747222222226,9.208025,657.715,1159,1490,1016,-154.40739423860214
2025-06-07 11:45:25.000,60251.892,51.700747222222226,9.208025,657.715,1296,1497,1050,-153.25839423860452
2025-06-07 11:45:25.100,60252.337,51.70075,9.208025,657.615,1346,1550,1134,-152.81339423860481
2025-06-07 11:45:25.200,60251.626,51.70075,9.208025,657.564,1332,1514,1046,-153.52439423860778
2025-06-07 11:45:25.300,60251.163,51.70075,9.208025,657.499,1251,1489,1023,-153.98739423860388
2025-06-07 11:45:25.400,60252.179,51.70075,9.208025,657.499,1135,1474,1028,-152.9713942386079
2025-06-07 11:45:25.500,60253.6,51.70075277777778,9.208027777777778,657.388,1132,1496,1029,-151.5503942386058
2025-06-07 11:45:25.600,60254.129,51.70075277777778,9.208027777777778,657.388,1216,1486,1044,-151.02139423860353
2025-06-07 11:45:25.700,60253.228,51.70075277777778,9.208027777777778,657.34,1326,1519,1038,-151.92239423860156
2025-06-07 11:45:25.800,60252.424,51.70075277777778,9.208027777777778,657.286,1333,1536,1084,-152.72639423860528
2025-06-07 11:45:25.900,60253.062,51.70075555555556,9.208030555555556,657.188,1265,1539,1072,-152.08839423860627
2025-06-07 11:45:26.000,60254.723,51.70075555555556,9.208030555555556,657.188,1130,1471,997,-150.4273942386062
2025-06-07 11:45:26.100,60255.473,51.70075555555556,9.208030555555556,657.098,1118,1516,1014,-149.6773942386062
2025-06-07 11:45:26.200,60254.676,51.70075833333333,9.208030555555556,657.052,1146,1509,1061,-150.47439423860487
2025-06-07 11:45:26.300,60253.793,51.70075833333333,9.208033333333333,657.0,1244,1501,1045,-151.3573942386065
2025-06-07 11:45:26.400,60254.364,51.70075833333333,9.208033333333333,657.0,1338,1524,1067,-150.78639423860295
2025-06-07 11:45:26.500,60255.549,51.70075833333333,9.208033333333333,656.952,1325,1520,1062,-149.60139423860528
2025-06-07 11:45:26.600,60256.177,51.70076111111111,9.208033333333333,656.881,1201,1497,1064,-148.97339423860103
2025-06-07 11:45:26.700,60255.912,51.70076111111111,9.208033333333333,656.881,1127,1511,1072,-149.23839423860773
2025-06-07 11:45:26.800,60255.661,51.70076111111111,9.208036111111111,656.832,1151,1524,1061,-149.4893942386043
2025-06-07 11:45:26.900,60256.733,51.70076111111111,9.208036111111111,656.723,1255,1530,1077,-148.41739423860417
2025-06-07 11:45:27.000,60257.584,51.70076388888889,9.208038888888888,656.678,1349,1555,1122,-147.5663942386018
2025-06-07 11:45:27.100,60257.101,51.70076388888889,9.208038888888888,656.627,1346,1558,1120,-148.04939423860196
2025-06-07 11:45:27.200,60256.491,51.70076388888889,9.208038888888888,656.627,1277,1499,1083,-148.65939423860254
2025-06-07 11:45:27.300,60256.787,51.70076388888889,9.208038888888888,656.582,1134,1498,1046,-148.36339423860773
2025-06-07 11:45:27.400,60257.671,51.70076666666667,9.208038888888888,656.479,1124,1483,1017,-147.47939423860225
2025-06-07 11:45:27.500,60258.287,51.70076666666667,9.208038888888888,656.479,1198,1440,1042,-146.86339423860773
2025-06-07 11:45:27.600,60258.096,51.70076666666667,9.208038888888888,656.418,1321,1503,1078,-147.05439423860662
2025-06-07 11:45:27.700,60257.678,51.70076666666667,9.208041666666666,656.354,1329,1532,1069,-147.47239423860447
2025-06-07 11:45:27.800,60258.017,51.70076944444445,9.208041666666666,656.298,1276,1480,1030,-147.13339423860452
2025-06-07 11:45:27.900,60259.216,51.70076944444445,9.208044444444445,656.171,1144,1530,1071,-145.934394238604
2025-06-07 11:45:28.000,60260.102,51.70076944444445,9.208044444444445,656.129,1109,1496,1020,-145.0483942386054
2025-06-07 11:45:28.100,60259.903,51.70077222222223,9.208044444444445,656.066,1142,1506,1053,-145.24739423860592
2025-06-07 11:45:28.200,60259.161,51.70077222222223,9.208044444444445,656.007,1230,1469,1027,-145.9893942386043
2025-06-07 11:45:28.300,60259.526,51.70077222222223,9.208047222222222,655.947,1321,1491,1046,-145.62439423860633
2025-06-07 11:45:28.400,60260.396,51.70077222222223,9.208047222222222,655.947,1331,1531,1098,-144.7543942386037
2025-06-07 11:45:28.500,60260.7,51.700775,9.208047222222222,655.893,1260,1538,1055,-144.45039423860726
2025-06-07 11:45:28.600,60260.456,51.700775,9.208047222222222,655.842,1128,1503,1037,-144.69439423860604
2025-06-07 11:45:28.700,60260.298,51.700775,9.20805,655.792,1133,1507,1079,-144.85239423860185
2025-06-07 11:45:28.800,60260.887,51.70077777777778,9.20805,655.681,1184,1416,978,-144.2633942386019
2025-06-07 11:45:28.900,60261.613,51.70077777777778,9.20805,655.634,1326,1534,1094,-143.5373942386068
2025-06-07 11:45:29.000,60261.961,51.70077777777778,9.20805,655.634,1334,1526,1062,-143.18939423860138
2025-06-07 11:45:29.100,60262.047,51.70078055555556,9.208052777777777,655.511,1307,1511,1078,-143.1033942386057
2025-06-07 11:45:29.200,60262.34,51.70078055555556,9.208052777777777,655.511,1206,1502,1050,-142.81039423860784
2025-06-07 11:45:29.300,60262.652,51.70078055555556,9.208052777777777,655.397,1342,1779,1155,-142.4983942386025
2025-06-07 11:45:29.400,60262.949,51.70078055555556,9.208052777777777,655.397,1164,1550,1058,-142.20139423860383
2025-06-07 11:45:29.500,60263.157,51.700783333333334,9.208052777777777,655.341,1280,1493,1048,-141.9933942386051
2025-06-07 11:45:29.600,60263.483,51.700783333333334,9.208055555555555,655.277,1338,1530,1091,-141.66739423860417
2025-06-07 11:45:29.700,60263.831,51.700783333333334,9.208055555555555,655.175,1286,1522,1062,-141.31939423860604
2025-06-07 11:45:29.800,60263.965,51.700783333333334,9.208055555555555,655.175,1154,1512,1070,-141.18539423860784
2025-06-07 11:45:29.900,60264.279,51.700786111111114,9.208058333333334,655.068,1132,1509,1073,-140.87139423860208
2025-06-07 11:45:30.000,60264.552,51.700786111111114,9.208058333333334,655.068,1185,1441,1026,-140.59839423860103
2025-06-07 11:45:30.100,60264.579,51.700786111111114,9.208058333333334,655.031,1302,1534,1076,-140.57139423860644
2025-06-07 11:45:30.200,60264.675,51.700788888888894,9.208058333333334,654.974,1336,1557,1098,-140.47539423860144
2025-06-07 11:45:30.300,60265.032,51.700788888888894,9.20806111111111,654.88,1275,1519,1061,-140.1183942386051
